"Symbol","Company Name","Sector","Industry"
"PICO","Pico Holdings Inc","Industrials","Commercial Services & Supplies"
"PIH","1347 Property Insurance Holdings Inc","Financials","Insurance"
"PIHPP","1347 Property Insurance Holdings Inc","Financials","Insurance"
"PII","Polaris Inc","Consumer Discretionary","Leisure Products"
"PIM","Putnam Master Intermediate Income Trust","",""
"PINC","Premier Inc","Health Care","Health Care Providers & Services"
"PINE","Alpine Income Property Trust Inc","",""
"PING","Ping Identity Holding Corp","Information Technology","Software"
"PINS","Pinterest Inc","Communication Services","Interactive Media & Services"
"PIPR","Piper Sandler Companies","Financials","Capital Markets"
"PIRS","Pieris Pharmaceuticals Inc","Health Care","Biotechnology"
"PIXY","ShiftPixy Inc","Industrials","Professional Services"
"PJT","PJT Partners Inc","Financials","Capital Markets"
"PK","Park Hotels & Resorts Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"PKBK","Parke Bancorp, Inc.","Financials","Banks"
"PKE","Park Aerospace Corp","Industrials","Aerospace & Defense"
"PKG","Packaging Corp Of America","Materials","Containers & Packaging"
"PKI","PerkinElmer, Inc.","Health Care","Life Sciences Tools & Services"
"PKO","PIMCO Income Opportunity Fund","",""
"PKOH","Park-Ohio Holdings Corp.","Industrials","Machinery"
"PKX","POSCO (ADR)","Materials","Metals & Mining"
"PLAB","Photronics, Inc.","Information Technology","Semiconductors & Semiconductor Equipment"
"PLAG","Planet Green Holdings Corp","Consumer Staples","Food Products"
"PLAN","Anaplan Inc","Information Technology","Software"
"PLAY","Dave & Buster's Entertainment Inc","Consumer Discretionary","Hotels, Restaurants & Leisure"
"PLBC","Plumas Bancorp","Financials","Banks"
"PLCE","Childrens Place Inc","Consumer Discretionary","Specialty Retail"
"PLD","Prologis Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"PLIN","China Xiangtai Food Co Ltd","Consumer Staples","Food Products"
"PLMR","Palomar Holdings Inc","Financials","Insurance"
"PLNT","Planet Fitness Inc","Consumer Discretionary","Hotels, Restaurants & Leisure"
"PLOW","Douglas Dynamics Inc","Industrials","Machinery"
"PLPC","Preformed Line Products Company","Industrials","Electrical Equipment"
"PLRX","Pliant Therapeutics Inc","",""
"PLSE","Pulse Biosciences Inc","Health Care","Health Care Equipment & Supplies"
"PLT","Plantronics Inc","Information Technology","Communications Equipment"
"PLUG","Plug Power Inc","Industrials","Electrical Equipment"
"PLUS","ePlus Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"PLXP","PLx Pharma Inc","Health Care","Pharmaceuticals"
"PLXS","Plexus Corp.","Information Technology","Electronic Equipment, Instruments & Components"
"PLYA","Playa Hotels & Resorts NV","Consumer Discretionary","Hotels, Restaurants & Leisure"
"PLYM","Plymouth Industrial Reit Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"PLYM-A","Plymouth Industrial REIT Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"PM","Philip Morris International Inc.","Consumer Staples","Tobacco"
"PMBC","Pacific Mercantile Bancorp","Financials","Banks"
"PMD","Psychemedics Corp.","Health Care","Health Care Providers & Services"
"PME","Pingtan Marine Enterprise Ltd","Consumer Staples","Food Products"
"PMF","Pimco Municipal Income Fund","",""
"PML","Pimco Municipal Income Fund II","",""
"PMM","Putnam Managed Municipal Income Trust","",""
"PMO","Putnam Municipal Opportunities Trust","",""
"PMT","PennyMac Mortgage Investment Trust","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"PMT-A","PennyMac Mortgage Investment Trust","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"PMT-B","PennyMac Mortgage Investment Trust","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"PMX","Pimco Municipal Income Fund III","",""
"PNBK","Patriot National Bancorp Inc","Financials","Banks"
"PNC","PNC Financial Services Group Inc","Financials","Banks"
"PNF","PIMCO New York Municipal Income Fund","",""
"PNFP","Pinnacle Financial Partners Inc","Financials","Banks"
"PNI","Pimco NY Muni Income Fund II","",""
"PNM","PNM Resources Inc","Utilities","Electric Utilities"
"PNNT","PennantPark Investment Corp.","Financials","Capital Markets"
"PNR","Pentair PLC","Industrials","Machinery"
"PNRG","Primeenergy Resources Corp","Energy","Oil, Gas & Consumable Fuels"
"PNTG","Pennant Group Inc","Health Care","Health Care Providers & Services"
"PNW","Pinnacle West Capital Corporation","Utilities","Electric Utilities"
"POAI","Predictive Oncology Inc","Health Care","Health Care Equipment & Supplies"
"PODD","Insulet Corporation","Health Care","Health Care Equipment & Supplies"
"POGO","Pogotec Inc","",""
"POL","PolyOne Corporation","Materials","Chemicals"
"POLA","Polar Power Inc","Industrials","Electrical Equipment"
"POOL","Pool Corporation","Consumer Discretionary","Distributors"
"POR","Portland General Electric Company","Utilities","Electric Utilities"
"POST","Post Holdings Inc","Consumer Staples","Food Products"
"POWI","Power Integrations Inc","Information Technology","Semiconductors & Semiconductor Equipment"
"POWL","Powell Industries, Inc.","Industrials","Electrical Equipment"
"PPBI","Pacific Premier Bancorp, Inc.","Financials","Banks"
"PPC","Pilgrim's Pride Corporation","Consumer Staples","Food Products"
"PPD","PPD Inc","",""
"PPG","PPG Industries, Inc.","Materials","Chemicals"
"PPHI","Positive Physicians HoldingsInc","Financials","Insurance"
"PPIH","Perma-Pipe International Holdings Inc","Industrials","Machinery"
"PPL","PPL Corp","Utilities","Electric Utilities"
"PPR","Voya Prime Rate Trust","",""
"PPSI","Pioneer Power Solutions, Inc.","Industrials","Electrical Equipment"
"PPT","Putnam Premier Income Trust","",""
"PQG","PQ Group Holdings Inc","Materials","Chemicals"
"PRA","ProAssurance Corporation","Financials","Insurance"
"PRAA","Pra Group Inc","Financials","Consumer Finance"
"PRAH","PRA Health Sciences Inc","Health Care","Life Sciences Tools & Services"
"PRCP","Perceptron, Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"PRDO","Perdoceo Education Corp","Consumer Discretionary","Diversified Consumer Services"
"PRE-F","PartnerRe Ltd","",""
"PRE-G","PartnerRe Ltd","",""
"PRE-H","PartnerRe Ltd","",""
"PRE-I","PartnerRe Ltd","",""
"PRFT","Perficient, Inc.","Information Technology","IT Services"
"PRGO","Perrigo Company PLC","Health Care","Pharmaceuticals"
"PRGS","Progress Software Corp","Information Technology","Software"
"PRGX","PRGX Global Inc","Information Technology","IT Services"
"PRI","Primerica, Inc.","Financials","Insurance"
"PRIF-A","Priority Income Fund Inc","",""
"PRIF-B","Priority Income Fund Inc","",""
"PRIF-C","Priority Income Fund Inc","",""
"PRIF-D","Priority Income Fund Inc","",""
"PRIF-E","Priority Income Fund Inc","",""
"PRIF-F","Priority Income Fund Inc","",""
"PRIM","Primoris Services Corp","Industrials","Construction & Engineering"
"PRK","Park National Corporation","Financials","Banks"
"PRLB","Proto Labs Inc","Industrials","Machinery"
"PRNB","Principia Biopharma Inc","Health Care","Biotechnology"
"PRO","PROS Holdings, Inc.","Information Technology","Software"
"PROG","Progenity Inc","",""
"PROS","Prosight Global Inc","Financials","Insurance"
"PROV","Provident Financial Holdings, Inc.","Financials","Thrifts & Mortgage Finance"
"PRPH","ProPhase Labs Inc","Health Care","Pharmaceuticals"
"PRPL","Purple Innovation Inc","Consumer Discretionary","Household Durables"
"PRPO","Precipio Inc","Health Care","Health Care Providers & Services"
"PRQR","ProQR Therapeutics NV","Health Care","Biotechnology"
"PRSC","The Providence Service Corporation","Health Care","Health Care Providers & Services"
"PRSP","Perspecta Inc","Information Technology","IT Services"
"PRT","PermRock Royalty Trust","Energy","Oil, Gas & Consumable Fuels"
"PRTA","Prothena Corporation PLC","Health Care","Biotechnology"
"PRTH","Priority Technology Holdings Inc","Information Technology","IT Services"
"PRTK","Paratek Pharmaceuticals Inc","Health Care","Pharmaceuticals"
"PRTS","U.S. Auto Parts Network, Inc.","Consumer Discretionary","Internet & Direct Marketing Retail"
"PRTY","Party City Holdco Inc","Consumer Discretionary","Specialty Retail"
"PRU","Prudential Financial Inc","Financials","Insurance"
"PRVB","Provention Bio Inc","Health Care","Pharmaceuticals"
"PRVL","Prevail Therapeutics Inc","Health Care","Biotechnology"
"PS","Pluralsight Inc","Information Technology","Software"
"PSA","Public Storage","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"PSB","PS Business Parks Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"PSEC","Prospect Capital Corporation","Financials","Capital Markets"
"PSF","Cohen & Steers Select Pref & Inc Fd, Inc","",""
"PSHG","Performance Shipping Inc","Industrials","Marine"
"PSMT","PriceSmart, Inc.","Consumer Staples","Food & Staples Retailing"
"PSN","Parsons Corp","Industrials","Aerospace & Defense"
"PSNL","Personalis Inc","Health Care","Life Sciences Tools & Services"
"PSO","Pearson PLC (ADR)","Communication Services","Media"
"PSTG","Pure Storage Inc","Information Technology","Technology Hardware, Storage & Peripherals"
"PSTI","Pluristem Therapeutics Inc.","Health Care","Biotechnology"
"PSTL","Postal Realty Trust Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"PSTV","Plus Therapeutics Inc","Health Care","Biotechnology"
"PSV","Hermitage Offshore Services Ltd","Energy","Energy Equipment & Services"
"PSX","Phillips 66","Energy","Oil, Gas & Consumable Fuels"
"PSXP","Phillips 66 Partners LP","Energy","Oil, Gas & Consumable Fuels"
"PT","Pintec Technology Holdings Ltd","Financials","Consumer Finance"
"PTAC","PropTech Acquisition Corp","",""
"PTC","PTC Inc","Information Technology","Software"
"PTCT","PTC Therapeutics, Inc.","Health Care","Biotechnology"
"PTE","Polarityte Inc","Health Care","Biotechnology"
"PTEN","Patterson-UTI Energy, Inc.","Energy","Energy Equipment & Services"
"PTGX","Protagonist Therapeutics Inc","Health Care","Biotechnology"
"PTI","Proteostasis Therapeutics Inc","Health Care","Biotechnology"
"PTLA","Portola Pharmaceuticals Inc","Health Care","Biotechnology"
"PTMN","Portman Ridge Finance Corp","Financials","Capital Markets"
"PTN","Palatin Technologies, Inc.","Health Care","Biotechnology"
"PTNR","Partner Communications Company Ltd (ADR)","Communication Services","Wireless Telecommunication Services"
"PTON","Peloton Interactive Inc","Consumer Discretionary","Leisure Products"
"PTR","PetroChina Company Limited (ADR)","Energy","Oil, Gas & Consumable Fuels"
"PTSI","P.A.M. Transportation Services, Inc.","Industrials","Road & Rail"
"PTVCB","Protective Insurance Corp","Financials","Insurance"
"PTY","PIMCO Corporate&Income Opportunity Fund","",""
"PUB","Peoples Utah Bancorp","Financials","Banks"
"PUK","Prudential PLC","Financials","Insurance"
"PULM","Pulmatrix Inc","Health Care","Pharmaceuticals"
"PUMP","Propetro Holding Corp","Energy","Energy Equipment & Services"
"PUYI","Puyi Inc (ADR)","Financials","Capital Markets"
"PVAC","Penn Virginia Corporation","Energy","Oil, Gas & Consumable Fuels"
"PVBC","Provident Bancorp Inc (Maryland)","Financials","Thrifts & Mortgage Finance"
"PVH","PVH Corp","Consumer Discretionary","Textiles, Apparel & Luxury Goods"
"PVL","Permianville Royalty Trust","Energy","Oil, Gas & Consumable Fuels"
"PW","Power REIT","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"PW-A","Power REIT","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"PWFL","PowerFleet Inc","Information Technology","Electronic Equipment, Instruments & Components"
"PWOD","Penns Woods Bancorp, Inc.","Financials","Banks"
"PWR","Quanta Services Inc","Industrials","Construction & Engineering"
"PXD","Pioneer Natural Resources","Energy","Oil, Gas & Consumable Fuels"
"PXLW","Pixelworks, Inc.","Information Technology","Semiconductors & Semiconductor Equipment"
"PXS","Pyxis Tankers Inc","Industrials","Marine"
"PYN","Pimco NY Muni. Income Fund III","",""
"PYPL","Paypal Holdings Inc","Information Technology","IT Services"
"PYS","PPLUS Trust Series RRD-1","",""
"PYT","PPLUS Trust Series GSC-2","",""
"PYX","Pyxus International Inc","Consumer Staples","Tobacco"
"PZC","Pimco CA Muni. Income Fund III","",""
"PZG","Paramount Gold Nevada Corp","Materials","Metals & Mining"
"PZN","Pzena Investment Management, Inc.","Financials","Capital Markets"
"PZZA","Papa John's Int'l, Inc.","Consumer Discretionary","Hotels, Restaurants & Leisure"
"QADA","QAD Inc.","Information Technology","Software"
"QCOM","QUALCOMM, Inc.","Information Technology","Semiconductors & Semiconductor Equipment"
"QCRH","QCR Holdings, Inc.","Financials","Banks"
"QD","Qudian Inc - ADR","Financials","Consumer Finance"
"QDEL","Quidel Corporation","Health Care","Health Care Equipment & Supplies"
"QEP","QEP Resources Inc","Energy","Oil, Gas & Consumable Fuels"
"QES","Quintana Energy Services Inc","Energy","Energy Equipment & Services"
"QFIN","360 Finance Inc","Financials","Consumer Finance"
"QGEN","Qiagen NV","Health Care","Life Sciences Tools & Services"
"QIWI","Qiwi PLC","Information Technology","IT Services"
"QK","Q&K International Group Ltd - ADR","Real Estate","Real Estate Management & Development"
"QLGN","Qualigen Therapeutics Inc","",""
"QLYS","Qualys Inc","Information Technology","Software"
"QMCO","Quantum Corp","Information Technology","Technology Hardware, Storage & Peripherals"
"QNST","QuinStreet Inc","Communication Services","Interactive Media & Services"
"QQQX","Nuveen Nasdaq 100 Dynamic Overwrite Fund","",""
"QRHC","Quest Resource Holding Corp","Industrials","Commercial Services & Supplies"
"QRTEA","Qurate Retail Inc","Consumer Discretionary","Internet & Direct Marketing Retail"
"QRVO","Qorvo Inc","Information Technology","Semiconductors & Semiconductor Equipment"
"QTNT","Quotient Ltd","Health Care","Health Care Equipment & Supplies"
"QTRX","Quanterix Corp","Health Care","Life Sciences Tools & Services"
"QTS","QTS Realty Trust Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"QTS-A","QTS Realty Trust Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"QTS-B","QTS Realty Trust Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"QTT","Qutoutiao Inc - ADR","Communication Services","Interactive Media & Services"
"QTWO","Q2 Holdings Inc","Information Technology","Software"
"QUAD","Quad/Graphics, Inc.","Industrials","Commercial Services & Supplies"
"QUIK","QuickLogic Corporation","Information Technology","Semiconductors & Semiconductor Equipment"
"QUMU","Qumu Corp","Information Technology","Software"
"QUOT","Quotient Technology Inc","Consumer Discretionary","Internet & Direct Marketing Retail"
"QURE","Uniqure NV","Health Care","Biotechnology"
"R","Ryder System, Inc.","Industrials","Road & Rail"
"RAD","Rite Aid Corporation","Consumer Staples","Food & Staples Retailing"
"RADA","Rada Electronic Industries Ltd","Industrials","Aerospace & Defense"
"RAIL","FreightCar America, Inc.","Industrials","Machinery"
"RAMP","Liveramp Holdings Inc","Information Technology","IT Services"
"RAND","Rand Capital Corp","Financials","Capital Markets"
"RAPT","Rapt Therapeutics Inc","Health Care","Biotechnology"
"RARE","Ultragenyx Pharmaceutical Inc","Health Care","Biotechnology"
"RAVE","Rave Restaurant Group Inc","Consumer Discretionary","Hotels, Restaurants & Leisure"
"RAVN","Raven Industries, Inc.","Industrials","Industrial Conglomerates"
"RBB","RBB Bancorp","Financials","Banks"
"RBBN","Ribbon Communications Inc","Information Technology","Communications Equipment"
"RBC","Regal Beloit Corp","Industrials","Electrical Equipment"
"RBCAA","Republic Bancorp, Inc. KY","Financials","Banks"
"RBCN","Rubicon Technology, Inc.","Information Technology","Semiconductors & Semiconductor Equipment"
"RBKB","Rhinebeck Bancorp Inc","Financials","Thrifts & Mortgage Finance"
"RBNC","Reliant Bancorp Inc","Financials","Banks"
"RBS","Royal Bank of Scotland Group PLC","Financials","Banks"
"RC","Ready Capital Corp","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"RCG","Renn Fund Inc","",""
"RCII","Rent-A-Center Inc","Consumer Discretionary","Specialty Retail"
"RCKT","Rocket Pharmaceuticals Inc","Health Care","Biotechnology"
"RCKY","Rocky Brands Inc","Consumer Discretionary","Textiles, Apparel & Luxury Goods"
"RCL","Royal Caribbean Cruises Ltd","Consumer Discretionary","Hotels, Restaurants & Leisure"
"RCM","R1 RCM Inc","Health Care","Health Care Providers & Services"
"RCMT","R C M Technologies Inc","Industrials","Professional Services"
"RCON","Recon Technology, Ltd.","Energy","Energy Equipment & Services"
"RCS","PIMCO Strategic Income Fund, Inc","",""
"RCUS","Arcus Biosciences Inc","Health Care","Biotechnology"
"RDCM","RADCOM Ltd.","Information Technology","Communications Equipment"
"RDFN","Redfin Corp","Real Estate","Real Estate Management & Development"
"RDI","Reading International, Inc.","Communication Services","Entertainment"
"RDN","Radian Group Inc","Financials","Thrifts & Mortgage Finance"
"RDNT","RadNet Inc.","Health Care","Health Care Providers & Services"
"RDS.A","Royal Dutch Shell plc (ADR)","Energy","Oil, Gas & Consumable Fuels"
"RDS.B","ROYAL DUTCH SHELL PLC","Energy","Oil, Gas & Consumable Fuels"
"RDUS","Radius Health Inc","Health Care","Biotechnology"
"RDVT","Red Violet Inc","Industrials","Professional Services"
"RDWR","Radware Ltd.","Information Technology","Communications Equipment"
"RDY","Dr.Reddy's Laboratories Ltd (ADR)","Health Care","Pharmaceuticals"
"RE","Everest Re Group Ltd","Financials","Insurance"
"REAL","RealReal Inc","Consumer Discretionary","Internet & Direct Marketing Retail"
"REDU","RISE Education Cayman Ltd (ADR)","Consumer Discretionary","Diversified Consumer Services"
"REED","Reed's, Inc.","Consumer Staples","Beverages"
"REFR","Research Frontiers, Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"REG","Regency Centers Corp","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"REGI","Renewable Energy Group Inc","Energy","Oil, Gas & Consumable Fuels"
"REGN","Regeneron Pharmaceuticals Inc","Health Care","Biotechnology"
"REI","Ring Energy Inc","Energy","Oil, Gas & Consumable Fuels"
"REKR","Rekor Systems Inc","Industrials","Professional Services"
"RELL","Richardson Electronics, Ltd.","Information Technology","Electronic Equipment, Instruments & Components"
"RELV","Reliv International, Inc","Consumer Staples","Personal Products"
"RELX","Relx PLC (ADR)","Industrials","Professional Services"
"RENN","Renren Inc","Consumer Discretionary","Specialty Retail"
"REPH","Recro Pharma Inc","Health Care","Pharmaceuticals"
"REPL","Replimune Group Inc","Health Care","Biotechnology"
"RES","RPC, Inc.","Energy","Energy Equipment & Services"
"RESI","Front Yard Residential Corp","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"RESN","Resonant Inc","Information Technology","Communications Equipment"
"RETA","Reata Pharmaceuticals Inc","Health Care","Pharmaceuticals"
"RETO","ReTo Eco-Solutions Inc","Materials","Construction Materials"
"REV","Revlon Inc","Consumer Staples","Personal Products"
"REVG","Rev Group Inc","Industrials","Machinery"
"REX","REX American Resources Corp","Energy","Oil, Gas & Consumable Fuels"
"REXN","Rexahn Pharmaceuticals, Inc.","Health Care","Biotechnology"
"REXR","Rexford Industrial Realty Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"REXR-A","Rexford Industrial Realty Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"REXR-B","Rexford Industrial Realty Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"REXR-C","Rexford Industrial Realty Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"REYN","Reynolds Consumer Products Inc","",""
"REZI","Resideo Technologies Inc","Industrials","Building Products"
"RF","Regions Financial Corp","Financials","Banks"
"RFI","Cohen & Steers Total Return Real. Fd Inc","",""
"RFIL","RF Industries, Ltd.","Information Technology","Electronic Equipment, Instruments & Components"
"RFL","Rafael Holdings Inc","Real Estate","Real Estate Management & Development"
"RFP","Resolute Forest Products Inc","Materials","Paper & Forest Products"
"RGA","Reinsurance Group of America Inc","Financials","Insurance"
"RGCO","RGC Resources Inc.","Utilities","Gas Utilities"
"RGEN","Repligen Corporation","Health Care","Life Sciences Tools & Services"
"RGLD","Royal Gold, Inc (USA)","Materials","Metals & Mining"
"RGLS","Regulus Therapeutics Inc","Health Care","Biotechnology"
"RGNX","Regenxbio Inc","Health Care","Biotechnology"
"RGP","Resources Connection, Inc.","Industrials","Professional Services"
"RGR","Sturm Ruger & Company Inc","Consumer Discretionary","Leisure Products"
"RGS","Regis Corporation","Consumer Discretionary","Diversified Consumer Services"
"RGT","Royce Global Value Trust Inc","",""
"RH","RH","Consumer Discretionary","Specialty Retail"
"RHE","Regional Health Properties Inc","Health Care","Health Care Providers & Services"
"RHE-A","Regional Health Properties Inc","Health Care","Health Care Providers & Services"
"RHI","Robert Half International Inc.","Industrials","Professional Services"
"RHP","Ryman Hospitality Properties Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"RIBT","RiceBran Technologies","Consumer Staples","Food Products"
"RICK","RCI Hospitality Holdings Inc","Consumer Discretionary","Hotels, Restaurants & Leisure"
"RIF","RMR Real Estate Income Fund","",""
"RIG","Transocean LTD","Energy","Energy Equipment & Services"
"RIGL","Rigel Pharmaceuticals, Inc.","Health Care","Biotechnology"
"RILY","B. Riley Financial Inc","Financials","Capital Markets"
"RIO","Rio Tinto plc (ADR)","Materials","Metals & Mining"
"RIOT","Riot Blockchain Inc","Information Technology","Software"
"RIV","Rivernorth Opportunities Fund Inc","",""
"RIVE","Riverview Financial Corporation","Financials","Banks"
"RJF","Raymond James Financial, Inc.","Financials","Capital Markets"
"RKDA","Arcadia Biosciences Inc","Consumer Staples","Food Products"
"RL","Ralph Lauren Corp","Consumer Discretionary","Textiles, Apparel & Luxury Goods"
"RLGT","Radiant Logistics Inc","Industrials","Air Freight & Logistics"
"RLGY","Realogy Holdings Corp","Real Estate","Real Estate Management & Development"
"RLH","Red Lion Hotels Corporation","Consumer Discretionary","Hotels, Restaurants & Leisure"
"RLI","RLI Corp","Financials","Insurance"
"RLJ","RLJ Lodging Trust","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"RLJ-A","RLJ Lodging Trust","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"RLMD","Relmada Therapeutics Inc","Health Care","Pharmaceuticals"
"RM","Regional Management Corp","Financials","Consumer Finance"
"RMAX","Re/Max Holdings Inc","Real Estate","Real Estate Management & Development"
"RMBI","Richmond Mutual Bancorporation Inc","Financials","Banks"
"RMBL","RumbleON Inc","Consumer Discretionary","Internet & Direct Marketing Retail"
"RMBS","Rambus Inc.","Information Technology","Semiconductors & Semiconductor Equipment"
"RMCF","Rocky Mountain Chocolate Factory, Inc.","Consumer Staples","Food Products"
"RMD","ResMed Inc.","Health Care","Health Care Equipment & Supplies"
"RMED","RA Medical Systems Inc","Health Care","Health Care Equipment & Supplies"
"RMG","RMG Acquisition Corp","",""
"RMG","RMG ACQUISITION CORP","",""
"RMI","Rivernorth Opprtnstc Mncpl Incme Fnd Inc","",""
"RMNI","Rimini Street Inc","Information Technology","Software"
"RMPL-","RiverNorth Specialty Finance Corp","",""
"RMR","RMR Group Inc","Real Estate","Real Estate Management & Development"
"RMT","Royce Micro Capital Trust Inc.","",""
"RMTI","Rockwell Medical Inc","Health Care","Health Care Equipment & Supplies"
"RNA","Avidity Biosciences Inc","",""
"RNDB","Randolph Bancorp Inc","Financials","Thrifts & Mortgage Finance"
"RNET","RigNet Inc","Energy","Energy Equipment & Services"
"RNG","RingCentral Inc","Information Technology","Software"
"RNGR","Ranger Energy Services Inc","Energy","Energy Equipment & Services"
"RNP","Cohen & Steers Rit & Prfd & Incom Fd Inc","",""
"RNR","RenaissanceRe Holdings Ltd.","Financials","Insurance"
"RNR-E","Renaissancere Holdings Ltd","Financials","Insurance"
"RNST","Renasant Corp.","Financials","Banks"
"RNWK","RealNetworks Inc","Information Technology","Software"
"ROAD","Construction Partners Inc","Industrials","Construction & Engineering"
"ROCHU","Roth CH Acquisition I Co","",""
"ROCK","Gibraltar Industries Inc","Industrials","Building Products"
"ROG","Rogers Corporation","Information Technology","Electronic Equipment, Instruments & Components"
"ROIC","Retail Opportunity Investments Corp","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"ROK","Rockwell Automation","Industrials","Electrical Equipment"
"ROKU","Roku Inc","Communication Services","Entertainment"
"ROL","Rollins, Inc.","Industrials","Commercial Services & Supplies"
"ROLL","RBC Bearings Inc","Industrials","Machinery"
"ROP","Roper Technologies Inc","Industrials","Industrial Conglomerates"
"ROSE","Rosehill Resources Inc","Energy","Oil, Gas & Consumable Fuels"
"ROST","Ross Stores, Inc.","Consumer Discretionary","Specialty Retail"
"ROYT","Pacific Coast Oil Trust","Energy","Oil, Gas & Consumable Fuels"
"RP","RealPage Inc","Information Technology","Software"
"RPAI","Retail Properties of America Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"RPAY","Repay Holdings Corp","Information Technology","IT Services"
"RPD","Rapid7 Inc","Information Technology","Software"
"RPM","RPM International Inc.","Materials","Chemicals"
"RPT","RPT Realty","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"RPT-D","RPT Realty","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"RQI","Cohen & Steers Qlty Inc Realty Fund Inc","",""
"RRBI","Red River Bancshares Inc","Financials","Banks"
"RRC","Range Resources Corp.","Energy","Oil, Gas & Consumable Fuels"
"RRD","RR Donnelley & Sons Co","Industrials","Commercial Services & Supplies"
"RRGB","Red Robin Gourmet Burgers, Inc.","Consumer Discretionary","Hotels, Restaurants & Leisure"
"RRR","Red Rock Resorts Inc","Consumer Discretionary","Hotels, Restaurants & Leisure"
"RS","Reliance Steel & Aluminum Co","Materials","Metals & Mining"
"RSG","Republic Services, Inc.","Industrials","Commercial Services & Supplies"
"RSSS","Research Solutions Inc","Information Technology","IT Services"
"RST","Rosetta Stone Inc","Information Technology","Software"
"RTIX","RTI Surgical Holdings Inc","Health Care","Health Care Equipment & Supplies"
"RTLR","Rattler Midstream LP","Energy","Oil, Gas & Consumable Fuels"
"RTRX","Retrophin Inc","Health Care","Biotechnology"
"RTW","RTW Retailwinds Inc","Consumer Discretionary","Specialty Retail"
"RTX","Raytheon Technologies Corp","Industrials","Aerospace & Defense"
"RUBY","Rubius Therapeutics Inc","Health Care","Biotechnology"
"RUHN","Ruhnn Holding Ltd - ADR","Consumer Discretionary","Internet & Direct Marketing Retail"
"RUN","Sunrun Inc","Industrials","Electrical Equipment"
"RUSHA","Rush Enterprises, Inc.","Industrials","Trading Companies & Distributors"
"RUTH","Ruth's Hospitality Group, Inc.","Consumer Discretionary","Hotels, Restaurants & Leisure"
"RVI","Retail Value Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"RVLV","Revolve Group LLC","Consumer Discretionary","Internet & Direct Marketing Retail"
"RVMD","Revolution Medicines Inc","",""
"RVNC","Revance Therapeutics Inc","Health Care","Pharmaceuticals"
"RVP","Retractable Technologies, Inc.","Health Care","Health Care Equipment & Supplies"
"RVSB","Riverview Bancorp, Inc.","Financials","Thrifts & Mortgage Finance"
"RVT","Royce Value Trust Inc","",""
"RWLK","Rewalk Robotics Ltd","Health Care","Health Care Equipment & Supplies"
"RWT","Redwood Trust, Inc.","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"RXN","Rexnord Corp","Industrials","Machinery"
"RYAAY","Ryanair Holdings plc (ADR)","Industrials","Airlines"
"RYAM","Rayonier Advanced Materials Inc","Materials","Chemicals"
"RYB","RYB Education Inc - ADR","Consumer Discretionary","Diversified Consumer Services"
"RYCE","Amira Nature Foods Ltd","Consumer Staples","Food Products"
"RYI","Ryerson Holding Corp","Materials","Metals & Mining"
"RYN","Rayonier Inc.","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"RYTM","Rhythm Pharmaceuticals Inc","Health Care","Biotechnology"
"SABR","Sabre Corp","Information Technology","IT Services"
"SACH","Sachem Capital Corp","Financials","Thrifts & Mortgage Finance"
"SAEX","SAExploration Holdings Inc","Energy","Energy Equipment & Services"
"SAFE","Safehold Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"SAFM","Sanderson Farms, Inc.","Consumer Staples","Food Products"
